Unnamed: 0,song_id,lyrics,label,artist_name,song_title
339,T1_TRAIN_0340,": Cucha, se trata de que el sur es sucio ¿eh?, : Pero aquí nadie se queja ¿eh? los artistas no existen, existen los currantes, : Y curramos campeones ¿qué te crees que nos tocamos la polla aquí?, te vas a arrepentir, te vas arrepentir. Búscame en la corte, rap forte mi mierda te rompe, voy pegando palo y llevando porte, pillando importe, llámame Houddini tengo un puto plan postmorte, sigo aquí haciendo esto compi no es cuestión de suerte, vengo con mis bolsillos vacíos de lío en lío, los problemas son más chungos cuando no eres un crío, ya no me fío, cara de ángel, dejan sangre en el río, palabras huecas dan frío, tengo muchos planes en mente y planos delante, estudiándolo pa que billetes nunca falten, entrenarme pa ganarte como en Ninja Hunter, soy un tío del barrio como tú, vengo a saquearte, llámame perro diamante me pongo los guantes, me queo con tu dinero en 0'3, yo no asalto trenes, traigo un track to tremen débiles que entrenen, sube al tren, ven, el sur sabe a miel, tierra histórica, no cómica, fiel, la TV convierte al bufón en rey, un recipiente lleno gente que no siente, bocas con sabor a hiel, ya no te acuerdas del ayer, torremolinos y suecas, vagos, chistes y hotel, aquí hay cultura, te vas a arrepentir no solo juerga y gula, fiero como un puma, curro como el que más puta, el 2004 es nuestro un zurdo y un diestro, la machine con Tote King, nos salimos del tiesto, rap con efecto en año bisiesto, perfecto, traigo la ira del cielo como el Tencho en un directo, funciono calada tras calada rap a toneladas, no hay más que hablar, aquí no hay máscara, delante de un micro de válvula rompí la cáscara, de fábula empecé a volar échale alpiste, trápala. Te vas a arrepentir “Triple X crece”, te vas a arrepentir “Mientras Tote rima”, te vas a arrepentir “Málaga y Sevilla”, te vas a arrepentir “Te enseñamos a rapear”. Me quieren prohibir fumar y flipar mi mierda, meterme dentro un traje pa currar de lo que sea, po han dao aquí con un fiera du-duro como una piedra, tengo un plan pa hacer billetes, larga espera te compensa, jóvenes que se revelan vuelan mesas, bandeja, estamos en el siglo, año, mes, día, lugar, tengo una orquesta la dirijo hago symphonies, como Marley Marl, rap fresco como un piktolín, directo a la vena inyéctatelo vía midi, siente el hit andalucí Málaga-Sevi, somos Tote King, el Gordo and me, jugamos con hability disfrútalo con sínsemill, te vas a arrepentir te lo dije remember me, sobran palabras ya que este MC no se dedica a mentir, s.P.A.N.I. nacío pa sufrir 20.04 pa M.I., yo, camaleónico como Hopkins y Malkovich, en el show b. me hago sitio como Don King, kie 13 armada, más peligro que un polvorín, that's the shit dirty freaky monkey is over here, noticias nuevas no son buenas prepara una esquela, mi cara el diario sur en primera plana lleva, límpiate, usa Colgate, mi nombre tu boca llena, el tren desde el Guadalmedina cat´n´bucket maicena, hey, el sur le pega duro hondo, queréis rapear como nosotros, queréis hablar, vesti, andar y sentir como nosotros, es la sangre cabrón i'm the one no hay clon música pa enfermos. Te vas a arrepentir “Triple X crece”, te vas a arrepentir “Mientras Tote rima”, te vas a arrepentir “Málaga y Sevilla”, te vas a arrepentir “Te enseñamos a rapear”. Tote King, conecta 4, parte el plato, rompe el trato y morirás como el teatro, aparca tu trasto, voy montado en un astro, el último polvo en un tractor con Margaret Astor, sí, si bebes sin no es él, más viejo en clase que el bedel, triple X no es Vin Diesel, pesos pesados en el micro, pensados para el poder, administrados por litros, si todos me copian, yo marco el rollo, el carro con bollos, el maestro en el dojo, las tías son malas eligen siempre el beige, tote está Leaving Alcántara como Nicolas Cage, sufre, aquí no luce tu dossier, pasa el turbossier, chico o te robo las ruffles, y esta semana 35 hijos de puta por debajo de la lista Afyve me la maman, chupa, eres cutre en el anuncio de vaqueros Caster, vengo con Spanish Fly y el Gordo Master, tu hermana haciendo promoción en Alcatel, y yo machaco MC’s, los tiro de la torre Eiffel, quieren salvarse con el soul y un peine, pero caen del Teide en el empeine de Darth Vader, son peones simplones, escribo sin headphones, tote King te lo pone sobre beats del Hozone, experto en narrar con garra, no el flow de marras, el flipao que vive en la parra y dispara barras, no recuerdo un día en el sur sin sudor, nuestra filosofía: picardía, lágrimas y amor. Te vas a arrepentir “Triple X crece”, te vas a arrepentir “Mientras Tote rima”, te vas a arrepentir “Málaga y Sevilla”, te vas a arrepentir “Te enseñamos a rapear”.",NM,,
340,T1_TRAIN_0341,"Ojalá que te vaya bonito, ojalá que se acaben tus penas, que te digan que yo ya no existo, y conozcas personas más buenas. Que te den lo que no pude darte, aunque yo te haya dado de todo, nunca más volveré a molestarte, te adoré, te perdí, ya ni modo. ¡Cuántas cosas quedaron prendidas, hasta dentro del fondo de mi alma!, ¡Cuántas luces dejaste encendidas, yo no sé como voy a apagarlas!. Amor, que te vaya bonito, amor. Ojalá que mi amor no te duela, y te olvides de mí para siempre;, que se llenen de sangre tus venas, y te vista la vida de suerte. Yo no sé si tu ausencia me mate, aunque tengo mi pecho de acero, pero nadie me llame cobarde, sin saber hasta donde la quiero. ¡Cuántas cosas quedaron prendidas, hasta dentro del fondo de mi alma!, ¡Cuántas luces dejaste encendidas, yo no sé como voy a apagarlas!. Ojalá que te vaya bonito.",NM,,
341,T1_TRAIN_0342,"tra, otra noche, otra. Dile que bailando te conocí, cuéntale, dile que esta noche me quieres ver, cuéntale, cuéntale que beso mejor que él, cuéntale, dile que esta noche tú me va' a ver, cuéntale. Cuéntale que te conocí bailando, cuéntale, que soy mejor que él, cuéntale, que te traigo loca, cuéntale, que no lo quieres ver, cuéntale que te conocí bailando, cuéntale, que soy mejor que él, cuéntale, que te traigo loca, cuéntale, que no lo quieres ver. Que quizás fue la noche la que te traicionó, o el perfume de mi piel lo que te cautivó, que ya no tienes excusa' pa' tu traición, que tuviste mil motivos, que entre en razón, que quizás te hablo al oído como ya él no, o en mí arde el fuego de la pasión, ya no le mientas más y admite tu error, y si es por mí no pidas perdón, digo, queda de ti el que lo perdones, el que lo olvides o lo abandones, porque con llorar no se compone, entonces a mí dame otra noche. Otra, otra noche, otra, ay, que yo no te boté, otra, otra noche, otra, aunque tú vuelvas con él, otra, otra noche, otra, cuéntale, cuéntale, otra, otra noche, otra, que beso mejor que él, otra, otra noche, otra, cuéntale, cuéntale, otra, otra noche, otra. Cuéntale, que te conocí bailando, cuéntale, que soy mejor que él, cuéntale, que te traigo loca, cuéntale, que no lo quieres ver, cuéntale, que te conocí bailando, cuéntale, que soy mejor que él, cuéntale, que te traigo loca, cuéntale, que no lo quieres ver. Que quizás fue la noche la que te traicionó, o el perfume de mi piel lo que te cautivó, que ya no tienes excusa pa' tu traición, que tuviste mil motivos, que entre en razón, que quizás te hablo al oído como ya él no, o en mí arde el fuego de la pasión, ya no le mientas más y admite tu error, y si es por mí no pidas perdón, digo, queda de ti el que lo perdones, el que lo olvides o lo abandones, porque con llorar no se compone, entonces a mi dame otra noche. Otra, otra noche, otra, ay, que yo no te boté, otra, otra noche, otra, aunque tu vuelvas con él, otra, otra noche, otra, cuéntale, cuéntale, otra, otra noche, otra, que beso mejor que él, otra, otra noche, otra, cuéntale, cuéntale, otra, otra noche, otra.",NM,,
342,T1_TRAIN_0343,"Yo soy Joel Gonzáles, el que entra a tu casa cada vez que tu sales, yo soy un imbécil, un idiota y un animal, y busco ese corazón ablandar, luche con un gringo atrasador y me meche con Thor, ahora es complicado, ser un trabajador, si soy un imbécil, perdónalo, si soy un idiota, compréndelo oye. Soy yo un tarado, bésalo quiéralo, si soy un animal tu tienes que sacar a pasear, si soy un imbécil, perdónalo, si soy un idiota, compréndelo Oye. Un perro abandonado, aliméntalo, si yo soy animal tu tienes que domesticar, únete a la casa, fernandita, dime ¿Por qué?, fernandita, dime ¿Por qué?, si soy un imbécil, perdónalo, si soy un idiota, compréndelo ya vuelta. Si soy un tarado, mímalo, si soy un animal tu me tienes quе sacar a pasear, soy un imbécil, imbécil, perdónalo, soy un idiota, compréndelo, un pеrro abandonado, cobíjalo, si yo soy animal tu me tienes que domesticar. Perdónalo, compréndelo, ámalo.",NM,,
343,T1_TRAIN_0344,"Soy un enfermo ser humano pero ni loco voy al hospital, a hacerme atender con esos mata sanos, la salud de mi ciudad es triste, no saben diferenciar entre gripe cuando ya, te comen los gusanos, y ah no, no me vengas y me digas que te miento, en vano son las palabras en orejas de cemento, hermano a decir verdad por mi sociedad, lástima, es lo único que siento, tiento a la suerte sacando monedas de la fuente, algún alma solitaria te empujará de algn puente, aunque el impune gobernante se hace el ignorante votante, se sabe bien que cada quien elige con que matarse, ni cigarros ni etanol, ni inhalaciones de formol, no, nada de eso va para envenenarme, mi vicio va en la voz, en gritar hasta que me agarre tos, y va a ser así mientras yo tenga contra que revelarme, y como para no enojarme si esto no quiero para mis hijos, y no me vengan con boludeces de que “Robó pero hizo”, porque es lo mismo que decir que la violación no es violación, que pasó lo que pasó porque la víctima lo quiso, y no, no me vengas y me digas que te miento, en vano son las palabras en orejas de cemento, hermano a decir verdad por mi sociedad, lástima, es lo único que siento, buscando conocimiento navego entre escritores con cuidado, porque hoy en día, cualquiera escribe un libro, busco la mejor manera de expresarte cada una de las cosas que en mi tiempo libre yo me imagino, porque si eso lo callo no hallo manera de que florezca, ni siquiera un mísero tallo efímero, mi cerebro hizo lo que pudo y pudo sentir que en mis letras, a si mismo el se líbero, y no, no me vengas y me digas que te miento, en vano son las palabras en orejas de cemento, hermano a decir verdad por mi sociedad, lástima, es lo único que siento, este moro desmoronó la moral del comodoro, cómodo en su silla con su bolsa de oro, y al toro para tomar sus astas solo bastan mis palabras, que brotan por cad uno de mis poros, y a falta de un todo rimo hasta por los codos, conocido por lo que hago mas que por mi propio apado. Cansado de todos esos…, en forma de burla, de todos esos bobos, no quiero aceptación corranse, son un estorbo, quiero seguir con mi música sigan con su tele y con su morbo. Y que me importa, si un puto se la chupa un traba, y si se ve todo en ese video porno, salí, dejame ¿No ves que no me interesa?, un grupo de pelotudos encerrados en una pieza, ¡Que genial! Ese programa es para la gente como vos, que pertenece a toda esa masa que no piensa, que densa, la sociedad presa de la prensa, que expresa el día a día de mi país como el de una empresa. Cinco muertos, veinte chorros y aumentan las expensas, y ni hablar de los pendejos y su pedo en la cabeza, que densa, la sociedad presa de la prensa, que expresa el día a día de mi país como el de una empresa, cinco muertos, veinte chorros y aumentan las expensas, y ni hablar de los pendejos y su pedo en la cabeza, ya casi sin piezas, un movimiento en falso, y creo que caigo en jaque ante la pobreza, ignorancia toca la puerta, salgo de abajo de la mesa, asustado, por supuesto, con mi rap como respuesta, los gatos por dos pesos con ratones hacen fiestas, justicia está durmiendo, levanten la vieja de su siesta, que tengo una propuesta, sacale el alcohol al pueblo y vas a ver como te movilizan el país como protesta, porque el argentino, mientras tenga fútbol y vino, el resto del mundo le importa un comino, y no, no me vengas y me digas que te miento, en vano son las palabras en orejas de cemento, hermano a decir verdad por mi sociedad, lástima, es lo único que siento.",NM,,
344,T1_TRAIN_0345,"Familia y unos amigos fueron testigos, de mis inicios, cómo fue que comencé, la frontera me crucé en tierras de U.S.A, donde la vida me cambiará para bien, a mi padre recordé y me duele que no esté, más adelante, a sus nietos le enseñaré. Con gusto, soy el sobrino, y con mi tío, el pescador, tengo mucho que agradecer, junto a mi tata también, no nos dejaron caer, con cinco hermanos, la casa donde me crie, donde nos vieron crеcer y mi madre en еl deber, cómo la quiero por ser una gran mujer. De Los Ángeles a Seattle, esa es la vuelta, aprendiendo de mi tío, siempre alerta, verdes se cuentan, y unos se enfiestan, con mi cigarro me relajo y complementa. Y ahí le va, compa, su corridón, puro Efecto Elegante y puro pa' delante, de Culiacán, Sinaloa hasta Los Ángeles, ahí le va. Siempre hubo cena en la mesa, no había sorpresas, no todo al cien pero sí había pa' vestir bien, pero traía un interés, varios lujos yo deseé, pero mi viejo Joan siempre estuvo al cien, y los amigos de ayer, a esos mismos saludé, porque hubo gente que nomás por interés. Pa' la escuela no fui bueno y en el dinero, como llegaron pacas, me enseñé a contar, comentarios y demás, gente que le gusta hablar, del que trabaja y se gana su propio pan, la envidia es muy comercial y la traición es igual, sé quien se alegra si en el jale bien me va. Rancho donde me paseaba y la navegaba, con mi cuñado que no se supo rajar, un compadre de apreciar, el Miami, sin dudar, si me da tiempo, sí amerito un buen relax, soy de a cien lo familiar, me topé con falsedad, en este barco no se quiebra el capitán. Por la ciudad de las luces ando paseando, bien vestido y el volante maniobrando, cuando me bajo, recuerdo el rancho, agradecido con la vida por dónde ando.",NM,,
345,T1_TRAIN_0346,"pobre Paquito, te crucificaron, ¡Resiste!, ¡Mami!, ¡No me dejes, oh no!, ¡Por favor, por favor!. No muy lejos de Buenos Aires, y en un modesto hogar, hay almas que están llorando, porque Paquito, el menor, contrajo aquel terrible mal, ¡Jesús!, ¿cómo salir de esta?, ¿No era solo cosa de maricas y adictos? grita su padre, y se pregunta en qué pudieron fallar, esa noche nadie habló en la cena, paco está de malas, qué condena, ¿Por qué unos están bien, y otros están tan mal?. Pobre, pobre, pobre Paquito, tu peor condena es la gente, no es tu mal, pobre, pobre Paquito, te crucificaron, pobre, pobre, pobre Paquito, tu peor condena es la gente, no es tu mal, pobre, pobre Paquito, te crucificaron. ¡Resiste!, ¡Pobre Paquito!, ¡Sí!. Durante el día aprieta los dientes, por las noches en su cuarto llora solo, milagros de la ciencia vuelvan a brillar. Y yo no entiendo cómo dicen que todo va bien, si transitamos los caminos de la Babylon, voy a pensar en todo lo que me pueda elevar, voy a pensar en todo lo que me pueda elevar, espíritu rebelde no me vuelvas a dejar, que Dios bendiga al pobre y al que se enferma, es tiempo de perder, que la derrota no te duela, es tiempo de perder, que la derrota no te duela. ¡Se te vino la mala, Paco!, ni tu Dios te salva, oh oh. Pobre, pobre, pobre Paquito, tu peor condena es la gente, no es tu mal, pobre, pobre Paquito, te crucificaron, pobre, pobre, pobre Paquito, tu peor condena es la gente, no es tu mal, pobre, pobre Paquito, te crucificaron.",NM,,
346,T1_TRAIN_0347,"areces bastante a Satán, quiero que sepas que ya me esperaba, que esto ocurriera y que no pasa nada, sólo me da la razón, y que he estado aprendiendo, de cada momento que he estado contigo, y pienso aplicar contra mis enemigos, tus tácticas sucias de acoso y derribo, que también he sacado algo bueno, de todo este enredo. Y quiero que sepas, que espero que acabes, colgando de un pino, cuando veas lo imbécil que has sido, cuando veas que lo has hecho fatal. Y que quiero que sepas, que ha sido un infierno, estando contigo, el infierno es lo más parecido, te pareces un poco a Satán. Quiero que sepas que me he acostumbrado, a tus putas escenas de ahora me largo, lárgate ya de verdad que sería una suerte, si no vuelvo a verte en los próximos años, por mí que podías tirarte de un tajo, que ya lo que hagas me trae sin cuidado, si me pongo a pensarlo un momento, pcreo que lo prefiero... Así que ya sabes, que espero que acabes, pegándote un tiro, cuando veas lo imbécil que has sido, cuando veas que lo has hecho fatal. Y que quiero que sepas, que ha sido un infierno, estando contigo, que por poco no acabas conmigo, pero soy difícil de matar. Y que quiero que sepas, que ha sido un infierno, estando contigo, el infierno no es tanto castigo, te pareces bastante a Satán.",M,,
347,T1_TRAIN_0348,"Uuuuuuh mi amor, perdoname si te dedico esta cancion, fueron momentos tan bellos en mi vida, q nunca imagine verte sufrir, dices te alejas q me voy de tu vida, y como crees q me siento hoy sin ti, porq te fuiste si no te falle, siempre te di mi amor sincero, para perderte asi, porq te fuiste si no te engañe, me abandonaste por mentiras, q inventaron de mi, y ojala encuentres otro, q te quiera mas q yo, q te bese mejor q yo, te aga el amor mejor q yo, apuesto al sol y a las estrellas, q no abra alguien como yo, q te aga sentir como yo, te lleve al cielo como yo, porq te fuiste si no te falle, siempre te di mi amor sincero, para perderte asi, porq te fuiste si no te engañe, me abandonaste por mentiras, q inventaron de mi, uuuuuuh mi amor, perdoname si te dedico esta cancion, fueron momentos tan bellos en mi vida, q nunca imagine verte sufrir, dices te alejas q me voy de tu vida, y como crees q me siento hoy sin ti, porq te fuiste si no te falle, siempre te di mi amor sincero, para perderte asi, porq te fuiste si no te engañe, me abandonaste por mentiras, q inventaron de mi, y ojala encuentres otro, q te quiera mas q yo, q te bese mejor q yo, te aga el amor mejor q yo, apuesto al sol y a las estrellas, q no abra alguien como yo, q te aga sentir como yo, te lleve al cielo como yo, porq te fuiste si no te falle, siempre te di mi amor sincero, para perderte asi, porq te fuiste si no te engañe, me abandonaste por mentiras, q inventaron de mi.",NM,,
348,T1_TRAIN_0349,"Tú vienes a mis pensamientos cuando estoy fumando Yeh, tantos recuerdos que tengo de ti Woh, rondando en mi mente, no puedo borrarlos ¡No!, solo me queda aguantarlos. Triste, mami, me siento triste, me muerdo siempre que pienso que tú chingas con otro, ya no hay remedio para arreglar lo de nosotro', ya está roto. Tal vez no te pienso, pero no te olvido Wow, tal vez yo te extraño, pero no lo digo No, tal vez no cumplí nada de lo que juré Ey, tal vez tus heridas nunca las curé, tal vez no te pienso, pero no te olvido, tal vez yo te extraño, pero no lo digo, tal vez no cumplí nada de lo que juré, tal vez tus heridas nunca las curé. Te prometí un millón de cosa', te prometí hacerte mi esposa, ahora sólo te quedan espina', porque yo mismo jodí los pétalos de la rosa, sé que te mentí, sé que te estafé, que por mí, en el amor ya tú perdiste la fe, que dañé las mañanas, tus beso' y las tazas 'e café, los bellaqueo' en el cine, ir al parque a correr patine', te juro que me parte el alma que por mi culpa esto se termine, caminando solo por San Juan, contando to' los adoquines, pensando en la última vez que contigo yo me vine. Me paso fumando solo cuando caigo en depre', pensando en to' los polvo' que echamos en el M3, no puedo concentrarme, se jodió el semestre, por mí que venga el diablo ahora y me secuestre, me paso fumando solo cuando caigo en depre', pensando en to' los polvo' que echamos en el M3, no puedo concentrarme, se jodió el semestre, por mí que venga el diablo ahora y me secuestre. Tal vez no te pienso, pero no te olvido Wow, tal vez yo te extraño, pero no lo digo No, tal vez no cumplí nada de lo que juré Ey, tal vez tus heridas nunca las curé, tal vez no te pienso, pero no te olvido, tal vez yo te extraño, pero no lo digo, tal vez no cumplí nada de lo que juré, tal vez tus heridas nunca las curé. Aparento, digo que estoy bien, pero en verdad miento Yeh, yo sé que te acuerdas también, cuando bellaqueábamos en la parte atrás del asiento Oh, contigo quiero recuentro Yeah, en verdad que perderte me sirvió de escarmiento Wuh, baby, yo quiero verte aunque sea un momento. Te-Te-Tengo una seta enrolá', sin ti mi alma está desolá', te juro que yo te amé de verdá', ahora mi corazón está en la oscuridá', el olvido es un lugar que aún no he encontrado, me dicen que ahí puedo deshacerme de tu amor No, no te hubiera fallado si me hubiera imaginado Yeh, que haberte perdido me iba causar tanto dolor Uoh, bryant Myers. Triste, mami, me siento triste, me muerdo siempre que pienso que tú chinga' con otro, ya no hay remedio para arreglar lo de nosotro', ya está roto. Mera, dímelo, Conejo, bad Bunny, Bryant Myers, la Oscuridad, alex Killer. Tal vez no te pienso, pero no te olvido Wow, tal vez yo te extraño, pero no lo digo No, tal vez no cumplí nada de lo que juré Ey, tal vez tus heridas nunca las curé, tal vez no te pienso, pero no te olvido, tal vez yo te extraño, pero no lo digo, tal vez no cumplí nada de lo que juré, tal vez tus heridas nunca las curé.",NM,,
349,T1_TRAIN_0350,"Mete la mano en el bolsillo, saca y abre tu cuchillo, y ten cuida'o, pónganme oído, en este barrio a muchos guapos lo han mata'o, calle Luna, Calle Sol; Calle Luna, Calle Sol. Oiga señor, si usted quiere su vida, evitar es mejor, o la tienes perdida, mete la mano en el bolsillo, saca y abre tu cuchillo, y ten cuida'o, oye, ten cuida'o, póngame oído, en este barrio a muchos guapos lo han mata'o, y que mucho han mata'o, calle Luna, Calle Sol ¿A dónde?; Calle Luna, Calle Sol. Mire señora, agarre bien su cartera, ¿No conoce este barrio?, aquí asaltan a cualquiera, mete la mano en el bolsillo, saca y abre tu cuchillo, y ten cuida'o, pónganme oído, en este barrio a muchos guapos lo han mata'o, calle Luna, Calle Sol; Calle Luna, Calle Sol, en los barrios de guapos no se vive tranquilo, mide bien tus palabras o no vales ni un kilo. Abre que voy. Camina pa' alante, no mires para el la'o, oye, camina, no mires pa'l la'o, camina pa' alante, no mires para el la'o, tú tiene' un santo, pero no eres babalao, camina pa' alante, no mires para el la'o, y ten cuida'o, y ten cuida'o, camina pa' alante, no mires para el la'o, cuida'o, saca tu coco pela'o, camina pa' alante, no mires para el la'o, camina pa' alante, babala'o, camina pa' alante, no mires para el la'o, saca los bolsillos, tú estas arranca'o, camina pa' alante, no mires para el la'o, dile que fuiste a La Perla y pela'o te han deja'o, camina pa' alante, no mires para el la'o.",NM,,
350,T1_TRAIN_0351,"Uh-uh, uh-uh, uh-uh, uh-uh, uh-uh, uh-uh, uh-uh-uh, uh-uh, uh-uh, uh-uh, uh-uh, uh-uh-uh, uh-uh-uh. Últimamente algo pasa contigo, tus actitudes me hacen sospechar, ese perfume que traes no es el mío, y esa sonrisa tampoco es normal, ya no compartes tanto como antes, son mil excusas las que siempre das, dime de frente si tienes amante, por donde entraste ahora mismo te vas. Señor Mentira, lárguese ya de mi vida, se acabó la confianza que tenía, porque cuando tú ibas, yo venía, señor Mentira, lárguese ya de mi vida, nadie es indispensable en el mundo, yo me buscaré un sustituto. Tú me perdiste, ya verás que tú me perdiste, yo contigo no vuelvo, se acabó tu juego embustero, oh, tú me perdiste, ya verás que tú me perdiste, y te repito que no vuelvo, se acabó tu juego embustero, oh. Oh-no, oh, dile, lah, oh-no, oh-oh. Tú con tu cuento que ya vas cambiando, que jamás por ahí ibas a estar inventando, tres palabras decirte yo quiero, idiota, cobarde y 'trás de eso embustero, y ya te olvidé, lo tengo claro, te vas a estrellar, más no en mis brazos, tu cuento ya conmigo acabó, ten algo claro que esto terminó, oh. Señor mentira, lárguese ya de mi vida, se acabó la confianza que tenía, porque cuando tú ibas, yo venía, señor mentira, lárguese ya de mi vida, nadie indispensable en el mundo, yo me buscaré un sustituto. Tú me perdiste, ya verás que tú me perdiste, eh, yo contigo no vuelvo, se acabó tu juego embustero, oh, tú me perdiste, ya verás que tú me perdiste, eh, y te repito que no vuelvo, se acabó tu juego embustero, oh. Yeh-eh-eh, oh-no, oh-oh, oh-oh, eh. Y no te dices que no va', y que tú no va', y que tú no vas, pa' ningún la'o conmigo, y te pusiste a inventar como un don Juan, y ahora llorando te miro, y no te dices que no va', y que tú no va', y que tú no vas, pa' ningún la'o conmigo, gracias a tu brutalidad, adivina quién está soltera y sin compromiso. Tú me perdiste, ya verás que tú me perdiste, yo contigo no vuelvo, se acabó tu juego embustero, oh, tú me perdiste, ya verás que tú me perdiste, eh, y te repito que no vuelvo, se acabó tu juego embustero, oh. Daniela Darcourt, esa soy yo, escucha bien, que vienen los metales y el mambo, pa' ningún la'o conmigo, súbelo pa' que tú vea', pa' ningún la'o, ¡Oye!.",NM,,
351,T1_TRAIN_0352,"Hoy, quiero, gritarlo, no sobran las palabras, hoy, llego, el tiempo, de liberar mis sentimientos. Arma letal, te quiero amar, complicidad esta noche, déjame entrar, sin preguntar, ser tu mitad esta noche. Es que no enamorarme de ti es inevitable, quiero pero no puedo resistir este sentimiento, solo pienso en dibujar mis deseos sobre tu cuerpo, es que no enamorarme de ti es inevitable. Hoy, debo, quedarme, muy lejos de tus labios, sí estás tan cerca, no controlo esto que siento. Arma letal, te quiero amar, un beso basta esta noche, déjame entrar, nadie sabrá, hay que soñar esta noche. Es que no enamorarme de ti es inevitable, quiero pero no puedo resistir este sentimiento, solo pienso en dibujar mis deseos sobre tu cuerpo, es que no enamorarme de ti es inevitable. Tu boca dice ven, tus besos dicen ven, tus ojos me derriten, baby, tus manos dicen ven, tu cuerpo dice ven, tus brazos son peligro baby, y es inevitable. Es que no enamorarme de ti es inevitable, quiero pero no puedo resistir este sentimiento, solo pienso en dibujar mis deseos sobre tu cuerpo, es que no enamorarme de ti es inevitable.",M,,
352,T1_TRAIN_0353,"Tú me dijiste adiós, no se por qué razón, no se, no se, no se. Que culpa tuve yo, jugaste con mi amor, ¿Por qué?, ¿por qué?, ¿por qué?, pero no importa te perdono, yo ya olvidé lo que pasó, sabes que sigo enamorado, y solo pienso en nuestro amor. No mires hacia atrás, ya se que volverás, a mi, ya se, ya se. Pero no importa te perdono, yo ya olvidé lo que pasó, sabes que sigo enamorado, y solo pienso en nuestro amor. No mires hacia atrás, ya se que volverás, a mi a mi ya se ya se ya se, a mi a mi ya se ya se ya se.",NM,,
353,T1_TRAIN_0354,"Disculpa de mis palabras mi querida amante, pero es que ya he llegado a una conclusión, ellos son los que me esperan los que necesitan de mi protección, si descuido a mi familia la culpa de todo nuestra relación, no quisiera lastimarte pero lo he pensado, a lo, que hemos llegado ya no puede ser tengo mi esposa, y mis hijos y por este juego los, puedo perder. Discúlpame te lo pido pero entre nosotros un adiós, tiene que haber, adiós adiós mi amante tengo que abandonarte, ellos no se merecen, esta acción de mi parte, adiós adiós mi amante aunque he llegado amarte, es mi deber de padre el q me obliga a dejarte adiós adiós, mi amante. No quisiera lastimarte pero lo he pensado a lo que hemos, llegado ya no puede, ser tengo mi esposa y mis hijos, y por este juego los puedo perder, discúlpame te lo, pido pero entre nosotros un adiós tiene q haber, adiós adiós mi amante tengo que abandonarte, ellos no se merecen, esta acción de mi parte, adiós adiós mi amante aunque he llegado amarte, es mi deber de padre el que me obliga a dejarte adiós adiós, mi amante.",NM,,
354,T1_TRAIN_0355,"Letra de Que Tu Sabes De Esto ft. Myke Towers. Ustedes no suenan si no es un featuring, todo lo que escupo apesta busquen el listerine, sigan traduciendo canciones en inglés, que yo tengo a las gringas comiendo arroz con biftec, estoy puesto para el respeto no para la fama cabrón, por eso les picheo a estos locos dame el Cy Young, ustedes maman duro para sonar por ahí, pero te juro que a mí me quieren en mi país, y yo voy hacer historias entre barras; Nelson Mandela, o como El Manco de Lepanto que siga la escuela, porque tengo a los nerdos escuchando a Biggie y a Tupi, y a los chamaquitos de la calle estudiando en la UPI UPR, ya le cogí el truqui a las mamis que buscan pauta, siempre me cubro la cabeza como astronauta, no por falta de 02, si en esto soy un pro, es que si nace otro yo se quedan si trabajo tooo's, perdóname Dios los maté sin querer, pero le juré al corillo que el mundo vamos a ver, me voy a callar pues suelo ser muy honesto, aunque la verdad no muere y si la olvidas te la refresco.... #QueTuSabesDeEsto. Me respetan en los case, en los barrios y en las urbas, soy desde donde te van apagar la luz si te alumbran, brillo por la propia ustedes son la copia de la copia, el que me tire queda con distrofia, el pendejo se hace gangster y el gangster se hace el pendejo, a mi gordi no la dejo aunque me tiren las modelos, porque aveces las más buenas te salen las más corvejo, soy de los que los doy pero no sigue los consejos, y él subió que gastó mil dos $1,200 en unas yeezy, y yo dándole descalzo a lo PJ se me hizo easy, yo sonaré en lugares que ni hablan el español, mi mai' ni se imagina la leyenda que parió, ustedes no ganan ni con las fáciles, que tu sabes de poner a capotiar a la que está en el passenger, es más de poner a capotiar a todo el que no creyó, mi música es como una enfermedad que a ti te contagió. ¿QUÉ TU SABES DE ESTO?. Hasta el menos que esperaba me dijo que le bajara, que las masas tienen hambre que los alimentara, y aunque disfrazara a un lobo de oveja de oreja a oreja, en el futuro les entregas al corderito en bandejas, y si hay quejas no te explicas solo sigues rapeando, matando a estos locos de negro como los changos, si hay dos para el tango, vamos para el mambo, si esta es la liga la estoy COACHANDO, y sigan bebiendo lean aunque quiero que lean, actúan super mean pero me ven y se mean, pues saben que para el respeto no tienen presupuesto, y de eso soy millonario pero ¿QUÉ TU SABES DE ESTO?.",NM,,
