song_id,lyrics,label
T1_TRAIN_0029,"Suéltame gorila, no, que me sueltes gorila, no, suéltame gorila, no, que me sueltes gorila, que no, que voy, que voy, voy a bailar!. Ay mi madre como duele tanto, cuando una mujer que uno quiso tanto, le deja a uno la vida hecha un joropo, pero olvídate que ya paso, pero olvídate que ya paso, que ya paso y me importa poco. Ay mi madre como da coraje, cuando una analiza lo que paso, pero olvídate que ya paso, pero olvídate que ya paso, que ya paso y me importa poco. Eso a mi me importa un pito ombe, eso a mi me importa un pito, eso a mi me importa un pito ombe, eso a mi me importa un pito, por que tu eres un fundillo loco, y me pica el ombliguito, por que tu eres el fundillo loco, y me pica el ombliguito mami.",M
T1_TRAIN_0032,"Odio cuando pierdo lo que no me pertenece, y más odio si te vas sabiendo que me hieres, ahora acostumbrarme a esta soledad es mi única opción, agoté mis fuerzas y energías, y de nada me valió. Me enamoré de tus falsas palabras, me lastimaron tus acciones, el tiempo nadie lo detiene, y yo nunca te di razones para ser así, dos veces nadie se enamora, eso fue lo que prometiste, tal vez ya me llegó la hora, tal vez fue que nunca me viste, con los ojos del corazón, tal vez amarte fue mi error, y me arrepiento tanto que fui bueno contigo y tú conmigo no. Oh-oh, no, oh, oh, no-oh-oh, oh, no, no, no, oh, y tú conmigo no, oh-oh, no, oh, oh, no-oh-oh. No, no, no, no, oh, no, y me arrepiento tanto que fui bueno contigo y tú conmigo no, y tú conmigo no.",NM
T1_TRAIN_0034,"Mira lo que te traje desde colima desde colima, mira lo que te traje desde colima desde colima. Una peineta de oro y una chalina y una chalina, una peineta de oro y una chalina y una chalina. Oye maria tu mama viene, oye maria tu mama viene. Cuentale una mentira si te conviene si te conviene, cuentale una mentira si te conviene si te conviene. Intro. Mira lo que te traje de manzanillo de manzanillo, mira lo que te traje de manzanillo de manzanillo. Mira lo que te traje de la huacana de la huacana, mira lo que te traje de la huacana de la huacana. Una peineta de oro una pa ti y otra pa tu hermana, una peineta de oro una pa ti y otra pa tu hermana.",NM
T1_TRAIN_0035,"Cuando vas a darte cuenta que vivimos otros anos, hoy el mundo nos exige que seamos mas humanos, y ahora todo se termina y me levantas la mano. Y te empenas en tratarme como lo hiciera tu padre, con aliento a rumia cana desdichada hizo a tu madre, y en su arrepentimiento ya era demasiado tarde. Te quiero pero no puedo soportarte, me voy a morir pero sera en otra parte, no quiero que nuestros hijos vean tu ejemplo, y lleguen a hacer el dano que me haces tu. Ojala que nuestra ausencia sea lo que necesitas, y aguanten las paredes todas las cosas que gritas, vamos a extranarte mucho pero el sueno no nos quitas.",NM
T1_TRAIN_0037,"El borracho paró de cantar y se puso a contar su buena, fortuna, el barrio estaba dormido llena brillaba la luna, de pronto, un ladrón salpicado en neón, saltó como un tigre, desde el callejón y le puso al borracho un Magnum frente a la cara Y le dijo: entrégalo todo o se dispara, el borracho temblando le entregó al ladrón lo que acababa, de encontrar, un Smith & Wesson, unos pesos y un puñal, el ladrón, asombrado, le preguntó: y tú qué haces con todo ésto?, mejor será que me cuentes toda la historia, y ojalá que la huma no afecte tu memoria. A veces hablar resulta esencial, pero otras veces es mejor, callar porque a veces hablar resulta un error mortal. Con la información que el borracho le dió a tres cuadras al norte, el ladrón encontró los cuerpos de una mujer y el de un hombre, en un gabán, tirados sobre la acera en posición pre-natal, el ladrón con el pie sacudió a la mujer, a ver si reaccionaba, como nada pasó, se agachó y la buscó a ver si algo encontraba, y no halló nada, la la la la la la la la la la la la la la la. El ladrón dirigió su atención hacia el cuerpo del hombre en el gabán, sobre él se agachó, y lo reconoció por el diente de oro que llevaba, ay, pero si es el viejo Pedro Navaja, y empezó a burlarse de él, mientras lo registraba, la la la la la la la la la la la la la la la. Como un rayo, le entró la navaja buscando dentro de su cuerpo el, alma el ladrón sintió la luna quemándole la entraña, y vió el más grande milagro de su vida, ¡Murió viendo al sol salir de una boca reída!, la la la la la la la la la la la la la la la, pedro tomó su papel de identidad y se lo puso al ladrón en el bolsillo, de atrás del pantalón para confundir la investigación. Pedro, herido, de bala, recogió su otro puñal, él siempre trae encima dos, cuando, sale a trabajar; y del barrio hasta la luna brilló su carcajada, la la la la la la la la la la la la la la la, ¡La vida te da sorpresas, oye, camara'a!, la la la la la la la la la la la la la la la. ¿Éstos novatos, qué creen? ¡Si éste es mi barrio, papá!.",M
T1_TRAIN_0040,"en otro planeta, yah. Bad Bunny, baby, la paciencia, brray. Sabe que no hay amor, puesto para los jamz, para sacarme el Benz, para las jevas en mis DM's, últimamente estan volando modelos extranjeras a pasar el weekend, y como quiera me llama, para recordar en su cama, lo que hicimos en la tienda de Louis Vuitton en Condado en el baño de damas, la toco y le cambio el clima, yanet García cuando se vira, me dice dame como le dabas a Elvira, qué atrevida, le quito sus panties con mi boca, la agarro por cuello y se vuelve loca, no conoce amor, sólo conoce el sexo, siempre vuelve porque le doy como que estaba preso, y le tiro beso. Me pide que le hable malo, si estoy de tour se toca, mientras le hablo mientras le hablo, mientras le hablo, pero llego a la isla, y aunque sabe que hay lista, llama al negrito para que le dé. Y squirteé y squirteé y squirteé, me llama bellaca para que le dé, y squirteé y squirteé y squirteé, ella llama al negrito para que le dé. No le bajo la luna, pero cuando quiere le bajo los panties, siempre andamos infraganti, rubia con cuerpo de Ashanti, le gusta el fulete y hacer billetes hasta que tengamos el Masseratti, se vira y me pide nasty, le doy duro como Bugatti, me dice No pares, que se la cuide y no la desampare, que la bese por todos sus lunares, su novio duraba lo que dura un gare', y a mí me da noches espectaculares, se lo pongo y saca el grito de Lares de Larez, pide que en la cama la amarre amarre, mansita como Florinda cuando ve a Jirafales. Ella no tiene dueño pero a veces dice que es mía, yo que le doy todo los días, porque yo soy el que ella llama para que le dé. Para que le dé, que le dé, para que le dé uh, me llama bellaca para que le dé, para que le dé, que le dé, para que le de, donde sea, me lo saca para que le dé. Enrolamo' un phillie y se vuelve loca, se pone mal y se toca, dice que eso la provoca a quitarse la ropa, mientras yo le lambo la tota, y me habla, bien sucio me habla, dándole tabla en un motel en Caguas, mamando parece una diabla, la toco y los panties siempre se le aguan, qué bellaca es mi bebé, me llama toda borracha a las tres, casi siempre pues fumamos, nos arrebatamos, y se pone en cuatro para que le dé. No deja 'e moverse, me dijo Si quieres te vienes adentro, yo no tengo perse, la linea de amor a obsesión es finita y la tenemo' a punto 'e romperse, ella me dio el culo la primera vez que sola, solita dejó verse, se metió dos dedos y la escuche gimiendo, no es pa mirarlo es para comerse, eso es Satan, crush en Twitter, novio en instagram, no estoy seguro si es mayor de edad, pero sí estoy seguro de todo lo que da, yeah, y si no contesto le da la ansiedad, quiere que le dé a la mayor brevedad. Se aparece en mis sueños y se volvió mi fantasía, se venía mientras se mecía, y me decía, Papi, a más nadie le des. Ella sabe como soy en esa area, lo que no sabe es que como ella tengo varias, y te lo juro que ahora mismo se lo daría, porque dijo que en la cama todo se valía, si es por mí esto dentro de ti se quedaría, yo lo acepto no quería que fueras mía, pero es que aquí domina la veteranía, a ella se lo voy hacer mejor que a la amiga, y dile a tu novio que te dio Mike Towers, nigga, no lo llames es que le di y se quedó dormida, ya yo se lo he dado hasta en el carro, nigga, en moteles o hoteles caros que ella diga, baby, dile como yo te lo puse, y si se molesta que me excuse, o si no, yo mando a que lo crucen, quieren que todas la posiciones se usen. Ella sí tiene dueño, pero sigue siendo mía, yo le dije Escoge el día, odia que interrumpen cuando le dé. Y quiere que cuando le dé, cuando le... cuando le dé, desenmoñé una zeta en sus doble des, y que le dé y que le... y que le dé, porque se pone bellaca cuando me ve. Por mí le pichea a todos los bobos que le tiran, tú lo mueves bien rico, bebé, te voy a llevar de gira, me encanta cuando me lo mamas y me miras, ese booty no es liga de Pink, siempre los estiras, baby, dime ¿qué esperas?, el tiempo no se recupera, yo sé que de la primera que lo hicimos no me superas, callados nadie se entera, no hay amor, sólo bellaquera, y ellos no tienen más que yo ni debajo del zipper ni en la cartera, por eso me llama para que se lo meta, se pone en cuatro y me reta, creo que me odia por como lo aprieta, un veinte de sour, de krippy una zeta, sin yo pedírsela me da la combi completa chocha, culo y teta, prende otro phillie, bebé, que te lo voy a meter en otro planeta, yah.",M
T1_TRAIN_0042,"Oye, mi socio, no esperes que yo te lleve esa sopita en botella, ni que te compre ese pardo, ni que te dé esa mesada, acurrala de abutín, si quieres sentir la vida bella. Lalararala.... Mira, mi hermano, tienes los cables cambia'os, tiene' el cerebro tosta'o, tú lo que estás es tururato, si quieres un consejo, acurrala de abutín, si quieres poder llegar a viejo. Eh, pero no esperes, mi socio, esa sopita en botella. No esperes, mi socio, esa sopita en botella, yo no te doy la mesada, ya tú no sirves para nada, vive bien, no esperes, mi socio, esa sopita en botella, eh, se te fue la cocinera, ya tú no puede' con ella, no esperes, mi socio, esa sopita en botella.",NM
T1_TRAIN_0050,"Oye, segui, this is the remix, el combo sigue llamando, los títeres no aguantan la espera, hasta las gatas están fronteando, de nuevo a romper la carretera jajaja. Oski sale pa’ Agosto, dicen que mi lápiz es el más tosco, después de este remix, papa súbeme los costos, hay gente puesta pa’ mí que yo ni conozco, debe ser por el piquete que hay más chuleta que en Costco, el combo lo tеnemos, a nadie le dеbemos, que la calle es de nosotros eso si ya lo sabemos, gastamos todos los culos las botellas nos bebemos, si mi vida está en peligro hasta en plaza te metemos, el anormal, este tema sí que va a sonar, como cuando Héctor partió a Don Omar, como Santa Cos, como Titerito, estoy como D.O. culpable de todos los delitos, el mundo es tuyo, lo viste en la película de Montana, el doctor se lo dijo a mi mama en el sonograma, señora venga acá, mire a su hijo no lo creo, tiene 5 meses y me está sacando el dedo. Estamo’ en la movie, los chavos, los chochos y las tetas, tambores no se ven son berretta, el miedo lo dejo en la gaveta, to’ el mundo puñeta, estamo’ en la movie, los Banshee, los Jet Ski, la 40, los menores son 270, por eso en la disco nadie inventa, así que paguen la renta. El jefe de la ruta, en la calle ya no me quitan la lupa, haciendo ticket con facilidad, la guagua llena de puta', mi isla bella, tú casa sin dejar huella, pero en la fé de'de Coleman tienen al testigo estrella, me escuchan y se ocultan los bichotes de la urba, ustedes corren to’ esto, pero en dos chancletas zurdas, yo ando con mis hermanos yo no mezclo con partner, pa’ la chocha es los cascos, no te venden Party-liner, es el mismo, el cabrón que cuando se pegó, lo puso a trabajar sin descansar en el estudio a tos’, los brinca cursos, bajate el finger pa’ las paletas, yo no soy un capitulo, yo soy la serie completa, yo sigo en la movie, los chavos, los totos y las tetas, y nunca yo suelto la herramienta, para el fantasma les vuelo la careta. Llego el que entra haciendo ruido, las onda' expansivas del sonido, las voces traspasan puertas, los versos explotan oídos, yo soy la proyección de to’ lo que nunca has vivido, el actor estrella, y no es Robert De Niro, mi gángsters son elegancia, adicto al tiro de corta distancia, y si te quedas vivo, hasta las ambulancias rociamos y te la volcamos, aquí lo que empezamos terminamos, y vamos hasta casa de tu mai’, si es que no te encontramos, dejen ya la listeria, lo dicen to’ los días, pero es que el instinto de ganar corre en la sangre fría, la gente mordida vocifera 80 cosas mías, pero ronco de duro en mis temas y nadie lo porfía, no hagan que me desubique, y pase por tu bloque echando pique, que se van tus indios con todo y cacique, aquí no hay ninguno que el flow machique, sica, Mr. Consistencia, el de rimas con flow de chicle. Oye, Pinto quita le auto tune y déjame el delay, que lo que hacen en un tema, yo lo hago en un 16, siempre me acuesto y me pregunto ¿porque me dirán el rey?, y es que estoy como Lebron, de superior pa’ la NBA, el high, el que no aguante la presión que empaque, estamos bajo cero y andan sin jacket, no pierdo el equilibrium, sálgan de ese embarre de aluminium, que por eso tiran regular, yo siempre tiro premium, ¿Que paso? sigo vivo, siempre hay muerte cuando escribo, de super intendente, me ordeno un operativo, desde el callejón, hasta los Milton, no bebemos quinton, ustedes con puta', yo con las Kardashian en el Hilton, andamo’ en caravana huele bicho pórtate bien, porque si fantasmeas te vamos a sacar los Eliel, te prometo nuevas cortas, nuevos rifles, nuevas mañas, el nuevo candidato, este es el cierre de campaña Pusho. Ando con Mueka negro y rojo combinado, como Jordán y Pippen pa’ el tiempo de Chicago, ando con el Mueka, negro y rojo combinado, como Jordán y Pippen, yehh, muchachito que tú haces, llegaron los secuaces, dicen Coscu de seguro se está dando los pases, ¿Demasiado de mucho letra dentro de eso en un minuto?, no canto por dinero, cabrones, me lo disfruto, este es mi hobby, no traten de guadiar a Kobe, me quedo en un hotel, las mujeres llenan el lobby, punto 10 con la Watson, las tic y las Endo, me suben la presión pero me siento estupendo, y dice, 1-2-2, probando yo ando bajando, desde Nueva York hasta Orlando, en un carro misterioso, en el baúl un par de cosos, si me pillan no quiero free Coscu, denme calabozo, patinen, que mis negocios caminen, nacido y criado en la ciudad del crimen, 35 por 100 seguimos viviendo bien, jesucristo está conmigo, ¿Contra mi tu dime quién?, boy Ha. You know who’s the boss man jefe, soy producto de las calles más peligrosas de Puerto Rico, los tengo tranca'o como caspa’ el diablo para el hocico, tragando amargo entre las nubes del penal de New Port, me ven matando el tiempo con mi Rolex y el Hublot, soy la estampida del Serengueti mundial, mi petty cash, lo tiro al aire y parece confeti, haz una huelga imagen, está falto de billete, tú formas un motín cuando me ves con el piquete, avanza ya dímelo Benny, esta gente que busquen trabajo ahí en Denny’s, que vayan a plaza y nos hagan la fila en Foot Locker, que voy y le pago las tennis, oh, líder maximo, eeny, meeny, miny, moe, quien quiere que lo burlé como el gobierno en Guantánamo, los rotores los ponemos a bailar con strippers, si le sacas la griffin y le vacías los full clipe', este verso va en misión pa’ cambiarte el panorama, soy el primero que se va por eso es que el combo me llama DY. El Princi, el cerebelebelebebelium, el Mueka, y Farruko, el dolor de muelas Pusho, y Farruko, d.O el del control, *Es el Sica*, **Cartel donde se escribe la fuckin' historia**, casa Blanca Records, rottweillas—Rottweillas—Rottweillas Inc, el quirófano, SK Records Dimelo Pito, carbon Fiber Music, **Siempre fresh**, ***No te guilles DY*** **Dile Benny**, ***Segui el cirujano, oíste, como cambiamos la monotonía, musicólogo, menes, díselo, Blunt, edil, fabian, estamos en la casa papi, la 65 infantería, jaja, free Oski, el nuevo himno de la calle, papi, aquí no se falló una línea, jajaja, el más que escribe, la Jodienda, dile, blanca John el del Mickey, jajaja, freestylemania.net, jajaja, segui, se acabó la monotonía, el género es tuyo, canales***.",M
T1_TRAIN_0052,"y por eso me imitan. Maluma, baby Uhh, yeah. Me besé a tu novia, mala mía, me pasé de trago', mala mía, me cagué en el party, mala mía, siempre he sido así, todo' ustede' lo sabían. Así es mi vida, es sólo mía, tú no la vivas, si te molesta, pues mala mía, así es mi vida, es sólo mía, no importa lo que digas Yo', en el fondo me quieren y por eso me imitan. Esa vez en el party te encontré Auh, no sabía que venía' con él Auh, te me pusiste terca, me abriste la puerta, tu novio se descuida y ahí entré Auh. Aquí estoy yo-yo, para darte lo que tú quieras, bebé, aquí estoy yo-yo, mala mía si te tumbé el plan con él, aquí estoy yo-yo, para darte lo que tú quieras, bebé, aquí estoy yo-yo, dame tu número para volverte a ver Yeh, yeh. Mala mía, mala mía Jaja, mala mía, siempre he sido así, todo' ustede' lo sabían. La gente sigue criticando y criticando, pero creemos que todo eso es mentira. A eso le llaman pura envidia, en el fondo me quieren y por eso me imitan.",M
T1_TRAIN_0053,"Otra vez Otra vez. La tarde se aleja, el cielo está gris, la noche aparece sin ti, callado en la playa, te lloro en silencio otra vez, me ahoga esta pena, no puedo vivir, las olas no me hablan de ti, sentado en la arena, escribo tu nombre otra vez. Porque te extraño desde aquel noviembre, cuando soñamos juntos a querernos siempre, me duele este frío noviembre, cuando las hojas caen a morir por siempre. Noviembre sin ti es sentir que la lluvia, me dice llorando que todo acabó, noviembre sin ti es pedirle a la luna, que brille en la noche de mi corazón otra vez, otra vez Otra vez. Quisiera decirte que quiero volver, tu nombre va escrito en mi piel, ya es de madrugada, te sigo esperando otra vez.",NM
T1_TRAIN_0054,"Dicen que me andan buscando, que me quieren agarrar, rueguenle a dios no encontrarme, porque les puede pezar. Mi gente se me enloquecé, cuando le ordenó matar, ya mucho tiempo fui pobre, mucha gente me humillaba. Empecé a ganar dinero, las cosas estan volteadas, ahora me llaman patrón, tengo mi clave privada. Yo me paseo por tijuana, en mi chayane del año, dos hombres en la cajuela, con un cuerno en cada mano. De vigilancia dos carros, por si sucede algo extraño, voy a seguir trabajando, mientras tenga compradores. En los estados unidos, allá existen los mejores, compran 100 kilos de polvo, como comprar unas flores. Quiero mandar un saludo, a toditos los presentes, amigos que estan conmigo, y también a los ausentes. Brindemos por las mujeres, las traigo siempre en mi mente, mi orgullo es ser sinaloense, lo digo en donde yo quiero. Estado de muchos gallos, que hoy se encuentran prisioneros, pero este gallo es más bravo, les canta en su gallinero. Tengan cuidado señores, andan buscando la muerte, el miedo no lo conozco, para eso no tuve suerte. Soy cerca de culiacan, valle de puros valientes.",NM
T1_TRAIN_0057,"Outro Instrumental. Ella va a salir esta noche, dejando atrás su vanidad, quiere gustar y ser gustada, sentirse deseada, bailar y bailar. Cómanse a besos esta noche, total nadie los va a notar, cómanse a besos esta noche, total nadie los va a notar. Él va a salir esta noche, dejando atrás su vanidad, quiere un compromiso muy corto, se siente seguro de provocar. Si no te apreciara tanto, te daría un beso que te haría temblar, como yo te aprecio mucho, te lo voy a dar igual. Cómanse a besos esta noche, total nadie los va a notar. Ella va a salir esta noche, dispuesta a dar su calidad, va a jugar su parte coqueta, está tan lanzada, le viene lo que hay.",M
