song_id,song_title,artist_id,artist_name,lyrics,language,label,similaridad_porcentaje,estado
150870_bt,Máximo Exponente,58,Violadores del Verso,"Título: Máxima renta Exponente, conversacion artística: Violadores del Verso. Que no estreche mi mano si tengo que coger un micro, y ponerme mierda y grasa en el culo, a veces consigo el trabajo solo bebiendo un litro, y me voy a casa preguntando: ¿quién coño es más guay?, soy un abrazo, un peregrino, mi vieja novia me dijo: Te veo muy pobre, ahora bebo solo, los dolores flotan en el vino..., mañana será otro día! Otro día, mi canción es triste como una prostituta, quien es el que está ahí arriba, que me escucha:, mi cuerpo no se resiste y no hay cerveza en la nevera, estoy pensando en follar mi pequeño oso, no estoy mirando! O salir de aquí si es necesario, estoy durmiendo con un ojo mejor: tengo una mente abierta: tengo un enemigo: tengo un coño.",es_ES,M,65.18,aceptable
172764_bt,Filosofía y Letras,58,Violadores del Verso,"Título: Filosofía y Letras, artista: Violadores del Verso. Violadores del Verso, vIvir A Contarlo, co, 2006, lírica, ahora es el tiempo, sombrero, sonido bien, kase.O, no puedo evitarlo, rdeRumba, las mismas caras, los mismos gestos, esto es un reinicio, tomar un revólver con canciones en forma de balas de la nada y hacerlo sonar, su deseo de gritar, condición indispensable para que nunca me calle y continuar con la fuerza de la vida, sabía decir no, al mundo del bailete, el polvo blanco en espejo, un cigarro con humo en mi cuerpo, no perdí el control, para rapear el tratamiento como hombre firme, y siempre fui fiel a su cleta, palabra de honor, quiero más, en un pedestal venir a este inmortal, la dimensión, haciendo el animal, hablarme de Sho-Hai, a veces bien no ir, si pienso que si pienso en momentos ni quiero ser como yo, voy a llamar un nombre de pedestal, de pedestal, de pedestal, de hacer un disco de la vida, de una, de mármol, de pensaré, de la vida, de una, de la que voy a pensar, de",es_ES,NM,59.21,aceptable
172765_bt,Asómate,58,Violadores del Verso,"Título: Asómate, artista: Violadores de Verso. Uno, dos, dos, rap Solo, uh, uh, uh, asómate, co, a este precipicio, ver niños prodigio, hiphop como un oficio, bebé, mi rap suena en cada edificio, esto implica sacrificio, una virtud y un vicio, asómate, co, a este precipicio, ver niños prodigio, hiphop como un oficio, bebé, mi rap suena en cada edificio, esto implica sacrificio, una virtud y un vicio, asómate y no tener vértigo, hoy pago porque vito y sé que rap me reclama, mientras que un hijo hace lo que ama,",es_ES,NM,66.44,aceptable
172766_bt,Pura Droga Sin Cortar,58,Violadores del Verso,Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy Soy,es_ES,NM,5.54,aceptable
172767_bt,Información Planta Calle,58,Violadores del Verso,"Soy un periódico confiable entre los jóvenes, ni soy un periódico ni soy una radio de tanta magnitud en la palabra, ni es una precisión, aunque doy patadas al diccionario la gente me entiende, lo que te pasa a mí y le pasa al operador, y al estudiante universitario me siento cuando el político no me solidarizo, no me importa la madre que los aburro, pero saben más sobre la política en la cola del desempleo, soy un joven revolucionario, escape de la realidad a mi mundo imaginario, ellos van y se vuelven solitarios, poetas y notarios, niños sin horarios, si la multitud no me importa el salario, los niños saben que el camello que trabaja menos que el oficial, yo soy el sirviente, yo que que yo quemo el calendario, nadie vendrá a sonreír por ti cada día podría ser extraordinario, en el gran hermano que lloro en el barrio, yo soy el í, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy el ídem, soy",es_ES,M,56.63,aceptable
172768_bt,A las Cosas por Su Nombre,58,Violadores del Verso,"Título: A las cosas por Su Nombre, artista: Violadores del Verso. 5 años después..., saqué las telarañas del micro y lo saqué del pecho, y juré que siempre llamaría a las cosas por su nombre, ¿lo hiciste fuera del cuerpo o del vientre o estás cagando?, EP burcto, regoldo, orrin es pis y punto, llevamos doble vida, siempre más persona que artista, perdóname para decirte, si no quieres conseguir dinero en el rap, no tiras de disco, cuelgas tu promo en internet y listo, tan tonto, ni una descarga de la misma que tanto se extiende, y suena psicofonía en una cinta mil veces grabada, llámame a colaborar, MC rookie, y lo mejor de tu CD será mi párrafo, me siento solo y con piedad, aunque siempre sé que el tiempo, en este desierto es un gran reloj de arena, hinchado el corazón para bajar la inflamación, de esta herida pongo hielo con ron, soledad es hablar conmigo mismo y preguntar: , , , ,",es_ES,M,71.74,aceptable
172769_bt,Nada Más,58,Violadores del Verso,"Título: Nada más, artista: Violadores del Verso. Sí... un poco más de música... ¿Sabes qué?... Lo saco de Mcs, productores, DJ, días enteros, rap crudo es lo que escupo desnudo ante el maldito acero, es agradable, los Mcs no saben cómo tomar el micro, es una locura, mucha ambición y poco potencial, no exagero, tiro de la pajer y la comercial co, sin peros, escucha a un verdadero leal rapero, mientras rap y señala, otros quieren ser lo que no pueden, joder su negocio, veo, veo? Mamoneo, ya escrito, famoso, gamberro, baboso, salva el chirrido de elogios estridentes, la fama no me cambió sino sí al resto de la gente, mira el ojo del huracán, vacas y techos vuelan alrededor de mí, pero no me des, ¿quién coño sabe lo que soy capaz de hacer?",es_ES,NM,71.89,aceptable
172770_bt,Resistencia Arrogante,58,Violadores del Verso,"El rap es vida, la vida está cambiando, nada es perfecto, yo... Resistente, el genio momentáneo en inspiración y mente, no siempre están de acuerdo en crear un puente, ya ha dado su fruto, cortesías de cuatro, dos – un minuto, cómplice inteligente de un instrumental de este bruto, mental y tecnológico es el culto, comprobar la melodía, es la tecnología, donde se exponen momentos catárticos, usted que espía en sus cascos en cada canción, vamos a hacer luz de luna en la noche en cada canción, y es un escándalo, violadores del Verso y un zangano, enlaces profesionales, ritos para tribales, para todos los niños con un cambo clap to tutto, y es que de siempre muchos van a gross, mi propio, y es un insulto a rap aunque se define, aprender poco en la calle o en el cine, pero no está escondido en la brea, procesa su regalo, y en el estudio de su psique usted hará de soplon, mi propio, quiero ser entero, y es usted,",es_ES,NM,68.13,aceptable
172771_bt,Ocho Líneas,58,Violadores del Verso,"Título: Ocho Líneas, artista: Violadores de Verso. Uno Uh, dos Uh, tres Uh, , cuatro Uh, cinco Uh, seis Uh, siete Uh, ocho, mi estilo es como el toque de un dedo feliz, preguntar a las niñas del convento, vivo en laberintos de tinta, beber ríos de rojo, fumar el polen que me trae el viento, no sabes tocar el instrumento, y no hay clase donde puedas, aprenderlo, el maldito micro tiene su misterio, lejos de él tus babas, te haré sentir inferior, niño; reza, reza, reza, en mi misa, se romperá, empieza a borrar tu sonrisa, y tu tristeza?, fue por momentos en Libertonia, fruto de la sobremesa que viene de entre latas de cerveza, uh, música adecuada para beber y follar, bailar con esto va a costarte, te digo que sí, el micro es mi mejor amigo, el enemigo es la Expo y su fracaso:, ¡Ichin-chin!, uno para todos nosotros y yo soy para uno: ¡950-chin-chin-chin!",es_ES,NM,77.97,aceptable
172772_bt,Cantando,58,Violadores del Verso,"Título: Cantar, artista: Violadores de Verso. Eh, pon un dedo en el culo y toma un moco, si quieres saber cómo va, ve, ve, ve con la Rumba, ve con la Rumba, ve con la Rumba, ve con la Rumba, ve con la Rumba..., y beberé hasta las cimas de los árboles, tomaré todo, menos decisiones, suave como una nube, seré vapor, un pájaro que sube y sube, sin motor, quiero irme, morir, saber lo que es lo siguiente, y lo usaré, pondré en un cuerpo más firme, que no puedo más estar de pie ni cuidar, más sordo, más y más loco, dormiré en un portal, como un perro mojado en alcohol, como un koala colgado, tocado del ala sin sol, iré, me llamaré a la pared, voy al piso, voy a la casa, voy a la casa, voy a ir a la casa, voy a la casa, voy a ir a la casa, voy a la casa, voy a la casa, voy a la casa, voy a la casa, voy",es_ES,NM,56.03,aceptable
172776_bt,Vivir Para Contarlo,58,Violadores del Verso,"Título: Living Fal To Count it, artista: Violadores del Verso. Sé que soy un morbo máximo, cuando vuelvo a hacer ejercicio con un clásico, el fruto de mi sacrificio: el verso mágico, el precio del CD es simbólico, mi grupo es un simple y serio en los propósitos, la vida fluye, como estos pensamientos que tratan de huir, de una mente acostumbrada a sufrir, es mucho tiempo para dar al coco, me llaman loco, putas, nadie nace loco, persigo lo imposible, describo la belleza con un verso, a menudo incorregible, loco para producir placer impredecible en sus cabezas, siento la palabra buscadores de certezas, mi estilo es increíble, somos sólo el tiempo que queda, la vieja búsqueda, la nueva prueba, también sé cómo vivir, estoy improvisando, ya que cada uno tiene que ir tirando en su camino, hay alguien que se desespera, hay tiempo, a veces amigo del hombre, todo lo deja atrás, en la carrera de fatiga es normal, es por eso que me detengo a respirar, mirar, el final es por igual, y por lo que soy un grupo de Mc, tengo una crisis, de Mc bilis, de",es_ES,NM,78.28,aceptable
172779_bt,Zombis,58,Violadores del Verso,"Título: Zombis, artista: Violadores del Verso. Allí se acostó en el borde de una acera asentada, dejó un desperdicio arrastrado hacia la alcantarilla, se levantó con una cara amarilla, lo despertó, y a una calle le dijo: , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,, ,,,,, ,,,,,,,, ,,, ,,,,,, ,,, ,,,,,,,,,,,,,,,,,, , , ,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,",es_ES,NM,43.96,aceptable
172781_bt,Dale Tiempo al Rumor,58,Violadores del Verso,"título: Dar tiempo al rumor, artista: Violadores del Verso. Doble V, Shift, ya, este bicho se adapta a cualquier clima, me arreglo, doy tiempo al rumor, sólo el tiempo refutado o confirma, rumor que viaja cualquier distancia, boca a boca, camina con poca elegancia, sólo busca importancia, nunca confíe, ya no decir si es un rumor en la red, fácil de liberar un rumor y contar hasta diez, de lo que no ves, no creas nada, ser prudente, creer que no será un gesto inteligente, hay gente que, decir que, ellos, te han dicho, demostración que, que, yo, confirmar que..., la ley del rumor debe hacer justicia a la codicia, de los que mueren por ser noticias, estar seguros de que estos Beatles no vivirán de lo que eran, siempre seremos capaces de levantar telo, tu rey matará a mi peón, dar tiempo al rumor y la importancia a la mierda metáfora!",es_ES,NM,78.84,aceptable
174268_bt,No Es Ningún Trofeo Noble,58,Violadores del Verso,"Título: No Trofeo Noble, artista: Viores de Verso. Es algo así como el frío, es rap de invierno, es la antipatía al grado supremo más alto, es el sol que no bailan, es el sol que viven, no va a la Ufe, no va a la Ufe, no voy a la Ufe, no puedo ir a la Ufe, no debo ir a la Ufe, no lo voy a la Ebro, sospecho que ni siquiera voy a ser feliz hoy creo, tengo miedo de la Ue, tengo miedo de la Ue, con los problemas que vengo de mi familia desafortunadamente vengo, cuando mi familia por desgracia tengo que estar, necesito la G, la G, la G, la G, la G",es_ES,M,62.11,aceptable
174272_bt,Tú y Tus Historias,58,Violadores del Verso,"Tú y tus historias, artista: Violadores del Verso. ...principal, sin embargo, nunca competiré con Diamond, hago un rap sin igual con un micrófono y un pasaporte, Rumba r en la corte, chica, tal vez me canse de ser unpatético, pero mi estilo es árido..., - Hola, soy Laura, sueno tu cara ¿cuál es tu nombre?, Rumba's R, - Bueno, ¿dónde te mueves, ¿qué haces?, ¿qué haces?, Rumba Solo, - Ah, eres de ese grupo..., doble V, - Que, tú quieres tomar una copa?, - Vale, pero yo no soy de los que beben cerveza eh, champagne, sí? - Podemos tomarlo en mi casa, podríamos tener un buen tiempo, yo sé cómo, Rumba's, tú y tus historias, - Ven aquí, vas, voy, voy a descubrir, te estoy observando días y estoy bien, bien, podemos tomarlo con seguridad - Hum, Hum sí, como Nata, oh tío, si sabes cómo, estoy observando, estoy bien, bien, bien, podemos tomarlo con seguridad - Hum, Hum, Hum, Hum, sí, como la nata, usted, oh tío,",es_ES,NM,69.02,aceptable
174274_bt,No Pasa Nada,58,Violadores del Verso,"Título: Nada pasa, artista: Violadores del Verso. Yuen Shiao, garra de cristal co, violador tío, cago en mi vida, debería haber tocado la madera con carcoma, mala suerte puse remedio a mi forma, tocado y hundido me siento barco a la deriva, tesoro entre corales soy una joya marina, el chico flaco garrilargo e imberbe que era, convertirse en el mago de larga melena, el pesado del pelo rap ángel con caspa, en hombros blancos avalancha de buena Alaska, vine con más lágrimas que con sonrisas, con goteras en los ojos busco arreglar mi vida, esqueleto en reforma con peligro de colapso, el método de resistencia humana no lo conozco como, aunque cago en todo lo que no lo arreglo, mi sistema de liberaciones para conseguir calma, con necesidad de spa y baños de barro en verano, y el litro como pecado, puede que necesite asentar cabeza en cochinillo de plumas de pato, pero lo sigo tanto, curado de pánico, hay más males que santos, mucho, mucho más, mucho más,",es_ES,NM,77.07,aceptable
174277_bt,Modestia Aparte,58,Violadores del Verso,"Título: Modestia Apart, artista: Violadores del Verso. Hablo de estar de una vez en miles de hogares, hablo de aglomeración a los respetables, hablo de poner mi culo en bares, profesionales sin igual modestia aparte, no busco sinónimos inexistentes hay, ves dobles no usan en vano su nombre, con la masa gris vagando por inhóspitos lares, pies pisados luna y cráteres mago di sí o no, sí o no!, te veo desde arriba, desorbitado en el Entalto desde abajo todavía, con la lengua más similar a un cenicero, con nicotina hasta los ojos hago un concierto, lo tomo en serio, de vez en cuando un poco de chantaje para no crear la multitud, quitando los papeles principales, dirigido-nos parecemos desviados, gran mago hoy no canta sólo como un simple bar, me siento que otro día será, busco un simple fuego, tiro demasiado tarde vaquero, modesto a la tierra dura es el duelo, todavía con el bellow",es_ES,NM,64.41,aceptable
174285_bt,Ninguna Chavala Tiene Dueño / Porque Ella Lo Dijo,58,Violadores del Verso,"Título: No Chavala tiene dueño / Porque ella lo dijo, artista: Violadores del Verso. Hago el amor con las mentes, me seduce las mentes. Me seduce la inteligencia, me seduce un rostro y un cuerpo cuando veo que hay una mente que los mueve y que vale la pena saber, hago el amor con las mentes. Tengo que joder con las mentes, me encanta la mente, sólo quiero que me expliques cómo vas a ser fiel, cuando tomo el micrófono y me olvido de él, ¿quién va a detener tu pasión?, ¿tu razón?, ¿está bien? No conozco a nadie en ninguna relación, le presento a la mentalidad sueca con beca, completamente loco por pecar, no te pertenezco, no te pertenezco, sólo cuando aparezco y con mi luz te buscaré, te dije que sueño, y sueño que está bien, pero de vuelta a la noche, fui escrito al cien por ciento de mi amor? - No sé... porque sueño sólo mi drama, y cuando quieres algo trascendente en la cama, te digo que te llamo hermano, te escribo, te amo, pero no sé... porque solo quiero mi drama, y cuando quiero que te llamo",es_ES,M,71.86,aceptable
174290_bt,Qué Te Importan Todos los Demás,58,Violadores del Verso,"título: ¿Qué te importa Todos los Demas, artista: Violadores del Verso. No me importa cuánto he vencido, te diré cuánto he convencido, no bebemos ni follamos más de lo debido, sólo un susurro y un plan prohibido se cuentan en el oído? No te diré quién soy, político, no te diré lo que soy, científico, co, quitarme las manos de mi pan, infalible sólo mi plan, sólo mi clan, me dan, aprendí a preguntar, en la escuela, bronce no consola, niños, tenemos un rincón en las catedrales, un agujero en las puertas, consonante y vocal, mi verso es sagrado, y este viernes, sigue un sábado y esta calle es perseguida por el Senado, permitiendo a los criminales, dando tiempo para llevar en el amor, hip-Hop Universo, que toca sus días como un prisionero, por faltar a este beso, sin licencia o experiencia, y hablar de amor pero soñamos con Venecia, pero no doy la nota, nadie tomó el pelo de lo contrario, soy un idiota, soy un idiota, un idiota, pero soy un",es_ES,NM,67.59,aceptable
174299_bt,Por Honor,58,Violadores del Verso,"Título: Por Honor, artista: Violadores del Verso. Eiiiiooooo, ay, ay, ay, ay!, esta es una unión especial, zaragoza – Madrid conexión, doble V y Sr. Rango mano a mano, codo a codo, de todos modos, eiiiioooooooo, puedes tener éxito con un escote como Azúcar Moreno, tu compañía se encargará de decir que eres bueno, pero en la calle, no. Las chuletas perderán mi calma y, posturitas, necesitarás tiritas en el alma, mi Rap vino a salvar tu rap, no soy policía, degradas, desagradas al cle con melodía, para este tango tengo Rango, te dejo para ser un cle, porque no sabes cómo rapear y comerciar con pachanga, lo estoy buscando.",es_ES,M,48.47,aceptable
